"StartIP","EndIP","Org","Customer"
"24.203.36.0","24.203.36.255",,"Videotron Ltee"
"24.203.37.0","24.203.37.255",,"Videotron Ltee"
"24.203.38.0","24.203.38.255",,"Videotron Ltee"
"24.203.39.0","24.203.39.255",,"Videotron Ltee"
"24.203.40.0","24.203.40.255",,"Videotron Ltee"
"24.203.41.0","24.203.41.255",,"Videotron Ltee"
"24.203.42.0","24.203.42.255",,"Videotron Ltee"
"24.203.43.0","24.203.43.255",,"Videotron Ltee"
"24.203.44.0","24.203.44.255",,"Videotron Ltee"
"24.203.45.0","24.203.45.255",,"Videotron Ltee"
"24.203.46.0","24.203.46.255",,"Videotron Ltee"
"24.203.47.0","24.203.47.255",,"Videotron Ltee"
"24.203.48.0","24.203.48.255",,"Videotron Ltee"
"24.203.49.0","24.203.49.255",,"Videotron Ltee"
"24.203.50.0","24.203.50.255",,"Videotron Ltee"
"24.203.51.0","24.203.51.255",,"Videotron Ltee"
"24.203.52.0","24.203.52.255",,"Videotron Ltee"
"24.203.53.0","24.203.53.255",,"Videotron Ltee"
"24.203.54.0","24.203.54.255",,"Videotron Ltee"
"24.203.55.0","24.203.55.255",,"Videotron Ltee"
"24.203.56.0","24.203.56.255",,"Videotron Ltee"
"24.203.57.0","24.203.57.255",,"Videotron Ltee"
"24.203.58.0","24.203.58.255",,"Videotron Ltee"
"24.203.59.0","24.203.59.255",,"Videotron Ltee"
"24.203.60.0","24.203.60.255",,"Videotron Ltee"
"24.203.61.0","24.203.61.255",,"Videotron Ltee"
"24.203.62.0","24.203.62.255",,"Videotron Ltee"
"24.203.63.0","24.203.63.255",,"Videotron Ltee"
"24.203.64.0","24.203.64.255",,"Videotron Ltee"
"24.203.65.0","24.203.65.255",,"Videotron Ltee"
"24.203.66.0","24.203.66.255",,"Videotron Ltee"
"24.203.67.0","24.203.67.255",,"Videotron Ltee"
"24.203.68.0","24.203.68.255",,"Videotron Ltee"
"24.203.69.0","24.203.69.255",,"Videotron Ltee"
"24.203.70.0","24.203.70.255",,"Videotron Ltee"
"24.203.71.0","24.203.71.255",,"Videotron Ltee"
"24.203.72.0","24.203.72.255",,"Videotron Ltee"
"24.203.73.0","24.203.73.255",,"Videotron Ltee"
"24.203.74.0","24.203.74.255",,"Videotron Ltee"
"24.203.75.0","24.203.75.255",,"Videotron Ltee"
"24.203.76.0","24.203.76.255",,"Videotron Ltee"
"24.203.77.0","24.203.77.255",,"Videotron Ltee"
"24.203.78.0","24.203.78.255",,"Videotron Ltee"
"24.203.79.0","24.203.79.255",,"Videotron Ltee"
"24.203.80.0","24.203.80.255",,"Videotron Ltee"
"24.203.81.0","24.203.81.255",,"Videotron Ltee"
"24.203.82.0","24.203.82.255",,"Videotron Ltee"
"24.203.83.0","24.203.83.255",,"Videotron Ltee"
"24.203.84.0","24.203.84.255",,"Videotron Ltee"
"24.203.85.0","24.203.85.255",,"Videotron Ltee"
"24.203.86.0","24.203.86.255",,"Videotron Ltee"
"24.203.87.0","24.203.87.255",,"Videotron Ltee"
"24.203.88.0","24.203.88.255",,"Videotron Ltee"
"24.203.89.0","24.203.89.255",,"Videotron Ltee"
"24.203.90.0","24.203.90.255",,"Videotron Ltee"
"24.203.91.0","24.203.91.255",,"Videotron Ltee"
"24.203.92.0","24.203.92.255",,"Videotron Ltee"
"24.203.93.0","24.203.93.255",,"Videotron Ltee"
"24.203.94.0","24.203.94.255",,"Videotron Ltee"
"24.203.95.0","24.203.95.255",,"Videotron Ltee"
"24.203.96.0","24.203.96.255",,"Videotron Ltee"
"24.203.97.0","24.203.97.255",,"Videotron Ltee"
"24.203.98.0","24.203.98.255",,"Videotron Ltee"
"24.203.99.0","24.203.99.255",,"Videotron Ltee"
"24.203.100.0","24.203.100.255",,"Videotron Ltee"
"24.203.101.0","24.203.101.255",,"Videotron Ltee"
"24.203.102.0","24.203.102.255",,"Videotron Ltee"
"24.203.103.0","24.203.103.255",,"Videotron Ltee"
"24.203.104.0","24.203.104.255",,"Videotron Ltee"
"24.203.105.0","24.203.105.255",,"Videotron Ltee"
"24.203.106.0","24.203.106.255",,"Videotron Ltee"
"24.203.107.0","24.203.107.255",,"Videotron Ltee"
"24.203.108.0","24.203.108.255",,"Videotron Ltee"
"24.203.109.0","24.203.109.255",,"Videotron Ltee"
"24.203.110.0","24.203.110.255",,"Videotron Ltee"
"24.203.111.0","24.203.111.255",,"Videotron Ltee"
"24.203.112.0","24.203.112.255",,"Videotron Ltee"
"24.203.113.0","24.203.113.255",,"Videotron Ltee"
"24.203.114.0","24.203.114.255",,"Videotron Ltee"
"24.203.115.0","24.203.115.255",,"Videotron Ltee"
"24.203.116.0","24.203.116.255",,"Videotron Ltee"
"24.203.117.0","24.203.117.255",,"Videotron Ltee"
"24.203.118.0","24.203.118.255",,"Videotron Ltee"
"24.203.119.0","24.203.119.255",,"Videotron Ltee"
"24.203.120.0","24.203.120.255",,"Videotron Ltee"
"24.203.121.0","24.203.121.255",,"Videotron Ltee"
"24.203.122.0","24.203.122.255",,"Videotron Ltee"
"24.203.123.0","24.203.123.255",,"Videotron Ltee"
"24.203.124.0","24.203.124.255",,"Videotron Ltee"
"24.203.125.0","24.203.125.255",,"Videotron Ltee"
"24.203.126.0","24.203.126.255",,"Videotron Ltee"
"24.203.127.0","24.203.127.255",,"Videotron Ltee"
"24.203.128.0","24.203.128.255",,"Videotron Ltee"
"24.203.129.0","24.203.129.255",,"Videotron Ltee"
"24.203.130.0","24.203.130.255",,"Videotron Ltee"
"24.203.131.0","24.203.131.255",,"Videotron Ltee"
"24.203.132.0","24.203.132.255",,"Videotron Ltee"
"24.203.133.0","24.203.133.255",,"Videotron Ltee"
"24.203.134.0","24.203.134.255",,"Videotron Ltee"
"24.203.135.0","24.203.135.255",,"Videotron Ltee"
"24.203.136.0","24.203.136.255",,"Videotron Ltee"
"24.203.137.0","24.203.137.255",,"Videotron Ltee"
"24.203.138.0","24.203.138.255",,"Videotron Ltee"
"24.203.139.0","24.203.139.255",,"Videotron Ltee"
"24.203.140.0","24.203.140.255",,"Videotron Ltee"
"24.203.141.0","24.203.141.255",,"Videotron Ltee"
"24.203.142.0","24.203.142.255",,"Videotron Ltee"
"24.203.143.0","24.203.143.255",,"Videotron Ltee"
"24.203.144.0","24.203.144.255",,"Videotron Ltee"
"24.203.145.0","24.203.145.255",,"Videotron Ltee"
"24.203.146.0","24.203.146.255",,"Videotron Ltee"
"24.203.147.0","24.203.147.255",,"Videotron Ltee"
"24.203.148.0","24.203.148.255",,"Videotron Ltee"
"24.203.149.0","24.203.149.255",,"Videotron Ltee"
"24.203.150.0","24.203.150.255",,"Videotron Ltee"
"24.203.151.0","24.203.151.255",,"Videotron Ltee"
"24.203.152.0","24.203.152.255",,"Videotron Ltee"
"24.203.153.0","24.203.153.255",,"Videotron Ltee"
"24.203.154.0","24.203.154.255",,"Videotron Ltee"
"24.203.155.0","24.203.155.255",,"Videotron Ltee"
"24.203.156.0","24.203.156.255",,"Videotron Ltee"
"24.203.157.0","24.203.157.255",,"Videotron Ltee"
"24.203.158.0","24.203.158.255",,"Videotron Ltee"
"24.203.159.0","24.203.159.255",,"Videotron Ltee"
"24.203.160.0","24.203.160.255",,"Videotron Ltee"
"24.203.161.0","24.203.161.255",,"Videotron Ltee"
"24.203.162.0","24.203.162.255",,"Videotron Ltee"
"24.203.163.0","24.203.163.255",,"Videotron Ltee"
"24.203.164.0","24.203.164.255",,"Videotron Ltee"
"24.203.165.0","24.203.165.255",,"Videotron Ltee"
"24.203.166.0","24.203.166.255",,"Videotron Ltee"
"24.203.167.0","24.203.167.255",,"Videotron Ltee"
"24.203.168.0","24.203.168.255",,"Videotron Ltee"
"24.203.169.0","24.203.169.255",,"Videotron Ltee"
"24.203.170.0","24.203.170.255",,"Videotron Ltee"
"24.203.171.0","24.203.171.255",,"Videotron Ltee"
"24.203.172.0","24.203.172.255",,"Videotron Ltee"
"24.203.173.0","24.203.173.255",,"Videotron Ltee"
"24.203.174.0","24.203.174.255",,"Videotron Ltee"
"24.203.175.0","24.203.175.255",,"Videotron Ltee"
"24.203.176.0","24.203.176.255",,"Videotron Ltee"
"24.203.177.0","24.203.177.255",,"Videotron Ltee"
"24.203.178.0","24.203.178.255",,"Videotron Ltee"
"24.203.179.0","24.203.179.255",,"Videotron Ltee"
"24.203.180.0","24.203.180.255",,"Videotron Ltee"
"24.203.181.0","24.203.181.255",,"Videotron Ltee"
"24.203.182.0","24.203.182.255",,"Videotron Ltee"
"24.203.183.0","24.203.183.255",,"Videotron Ltee"
"24.203.184.0","24.203.184.255",,"Videotron Ltee"
"24.203.185.0","24.203.185.255",,"Videotron Ltee"
"24.203.186.0","24.203.186.255",,"Videotron Ltee"
"24.203.187.0","24.203.187.255",,"Videotron Ltee"
"24.203.188.0","24.203.188.255",,"Videotron Ltee"
"24.203.189.0","24.203.189.255",,"Videotron Ltee"
"24.203.190.0","24.203.190.255",,"Videotron Ltee"
"24.203.191.0","24.203.191.255",,"Videotron Ltee"
"24.203.192.0","24.203.192.255",,"Videotron Ltee"
"24.203.193.0","24.203.193.255",,"Videotron Ltee"
"24.203.194.0","24.203.194.255",,"Videotron Ltee"
"24.203.195.0","24.203.195.255",,"Videotron Ltee"
"24.203.196.0","24.203.196.255",,"Videotron Ltee"
"24.203.197.0","24.203.197.255",,"Videotron Ltee"
"24.203.198.0","24.203.198.255",,"Videotron Ltee"
"24.203.199.0","24.203.199.255",,"Videotron Ltee"
"24.203.200.0","24.203.200.255",,"Videotron Ltee"
"24.203.201.0","24.203.201.255",,"Videotron Ltee"
"24.203.202.0","24.203.202.255",,"Videotron Ltee"
"24.203.203.0","24.203.203.255",,"Videotron Ltee"
"24.203.204.0","24.203.204.255",,"Videotron Ltee"
"24.203.205.0","24.203.205.255",,"Videotron Ltee"
"24.203.206.0","24.203.206.255",,"Videotron Ltee"
"24.203.207.0","24.203.207.255",,"Videotron Ltee"
"24.203.208.0","24.203.208.255",,"Videotron Ltee"
"24.203.209.0","24.203.209.255",,"Videotron Ltee"
"24.203.210.0","24.203.210.255",,"Videotron Ltee"
"24.203.211.0","24.203.211.255",,"Videotron Ltee"
"24.203.212.0","24.203.212.255",,"Videotron Ltee"
"24.203.213.0","24.203.213.255",,"Videotron Ltee"
"24.203.214.0","24.203.214.255",,"Videotron Ltee"
"24.203.215.0","24.203.215.255",,"Videotron Ltee"
"24.203.216.0","24.203.216.255",,"Videotron Ltee"
"24.203.217.0","24.203.217.255",,"Videotron Ltee"
"24.203.218.0","24.203.218.255",,"Videotron Ltee"
"24.203.219.0","24.203.219.255",,"Videotron Ltee"
"24.203.220.0","24.203.220.255",,"Videotron Ltee"
"24.203.221.0","24.203.221.255",,"Videotron Ltee"
"24.203.222.0","24.203.222.255",,"Videotron Ltee"
"24.203.223.0","24.203.223.255",,"Videotron Ltee"
"24.203.224.0","24.203.224.255",,"Videotron Ltee"
"24.203.225.0","24.203.225.255",,"Videotron Ltee"
"24.203.226.0","24.203.226.255",,"Videotron Ltee"
"24.203.227.0","24.203.227.255",,"Videotron Ltee"
"24.203.228.0","24.203.228.255",,"Videotron Ltee"
"24.203.229.0","24.203.229.255",,"Videotron Ltee"
"24.203.230.0","24.203.230.255",,"Videotron Ltee"
"24.203.231.0","24.203.231.255",,"Videotron Ltee"
"24.203.232.0","24.203.232.255",,"Videotron Ltee"
"24.203.233.0","24.203.233.255",,"Videotron Ltee"
"24.203.234.0","24.203.234.255",,"Videotron Ltee"
"24.203.235.0","24.203.235.255",,"Videotron Ltee"
"24.203.236.0","24.203.236.255",,"Videotron Ltee"
"24.203.237.0","24.203.237.255",,"Videotron Ltee"
"24.203.238.0","24.203.238.255",,"Videotron Ltee"
"24.203.239.0","24.203.239.255",,"Videotron Ltee"
"24.203.240.0","24.203.240.255",,"Videotron Ltee"
"24.203.241.0","24.203.241.255",,"Videotron Ltee"
"24.203.242.0","24.203.242.255",,"Videotron Ltee"
"24.203.243.0","24.203.243.255",,"Videotron Ltee"
"24.203.244.0","24.203.244.255",,"Videotron Ltee"
"24.203.245.0","24.203.245.255",,"Videotron Ltee"
"24.203.246.0","24.203.246.255",,"Videotron Ltee"
"24.203.247.0","24.203.247.255",,"Videotron Ltee"
"24.203.248.0","24.203.248.255",,"Videotron Ltee"
"24.203.249.0","24.203.249.255",,"Videotron Ltee"
"24.203.250.0","24.203.250.255",,"Videotron Ltee"
"24.203.251.0","24.203.251.255",,"Videotron Ltee"
"24.203.252.0","24.203.252.255",,"Videotron Ltee"
"24.203.253.0","24.203.253.255",,"Videotron Ltee"
"24.203.254.0","24.203.254.255",,"Videotron Ltee"
"24.203.255.0","24.203.255.255",,"Videotron Ltee"
"24.204.128.0","24.204.143.255","Network IP",
"24.204.0.0","24.204.127.255","Network IP",
"24.204.128.0","24.204.143.255","Network IP",
"24.204.0.0","24.204.127.255","Network IP",
"24.204.0.0","24.204.127.255","Network IP",
"24.204.128.0","24.204.143.255","Network IP",
"24.204.144.0","24.204.144.255",,"Cable Axion Digitel Inc."
"24.204.145.0","24.204.145.255",,"Cable Axion Digitel Inc."
"24.204.146.0","24.204.146.255",,"Cable Axion Digitel Inc."
"24.204.147.0","24.204.147.255",,"Cable Axion Digitel Inc."
"24.204.148.0","24.204.148.255",,"Cable Axion Digitel Inc."
"24.204.149.0","24.204.149.255",,"Cable Axion Digitel Inc."
"24.204.150.0","24.204.150.255",,"Cable Axion Digitel Inc."
"24.204.151.0","24.204.151.255",,"Cable Axion Digitel Inc."
"24.204.152.0","24.204.152.255",,"Cable Axion Digitel Inc."
"24.204.153.0","24.204.153.255",,"Cable Axion Digitel Inc."
"24.204.154.0","24.204.154.255",,"Cable Axion Digitel Inc."
"24.204.155.0","24.204.155.255",,"Cable Axion Digitel Inc."
"24.204.156.0","24.204.156.255",,"Cable Axion Digitel Inc."
"24.204.157.0","24.204.157.255",,"Cable Axion Digitel Inc."
"24.204.158.0","24.204.158.255",,"Cable Axion Digitel Inc."
"24.204.159.0","24.204.159.255",,"Cable Axion Digitel Inc."
"24.204.160.0","24.204.191.255","AcenTek",
"24.204.192.0","24.204.207.255",,"Cogeco Cable Inc."
"24.204.208.0","24.204.223.255",,"Cogeco Cable Inc."
"24.204.224.0","24.204.239.255",,"Cogeco Cable Inc."
"24.204.240.0","24.204.255.255",,"Cogeco Cable Inc."
"24.205.0.0","24.205.3.255","Charter Communications",
"24.205.4.0","24.205.7.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.16.0","24.205.23.255","Charter Communications",
"24.205.8.0","24.205.15.255","Charter Communications",
"24.205.24.0","24.205.27.255","Charter Communications",
"24.205.28.0","24.205.31.255","Charter Communications",
"24.205.32.0","24.205.63.255","Charter Communications",
"24.205.64.0","24.205.71.255","Charter Communications",
"24.205.72.0","24.205.75.255","Charter Communications",
"24.205.76.0","24.205.79.255","Charter Communications",
"24.205.80.0","24.205.95.255","Charter Communications",
"24.205.96.0","24.205.99.255","Charter Communications",
"24.205.100.0","24.205.103.255","Charter Communications",
"24.205.104.0","24.205.107.255","Charter Communications",
"24.205.112.0","24.205.119.255","Charter Communications",
"24.205.108.0","24.205.111.255","Charter Communications",
"24.205.112.0","24.205.119.255","Charter Communications",
"24.205.108.0","24.205.111.255","Charter Communications",
"24.205.112.0","24.205.119.255","Charter Communications",
"24.205.108.0","24.205.111.255","Charter Communications",
"24.205.108.0","24.205.111.255","Charter Communications",
"24.205.112.0","24.205.119.255","Charter Communications",
"24.205.120.0","24.205.127.255","Charter Communications",
"24.205.128.0","24.205.159.255","Charter Communications",
"24.205.160.0","24.205.191.255","Charter Communications",
"24.205.192.0","24.205.207.255","Charter Communications",
"24.205.208.0","24.205.223.255","Charter Communications",
"24.205.224.0","24.205.255.255","Charter Communications",
"24.206.0.0","24.206.1.255",,"Cable Bahamas Ltd"
"24.206.2.0","24.206.3.255",,"Cable Bahamas Ltd"
"24.206.4.0","24.206.5.255",,"Cable Bahamas Ltd"
"24.206.6.0","24.206.7.255",,"Cable Bahamas Ltd"
"24.206.8.0","24.206.9.255",,"Cable Bahamas Ltd"
"24.206.10.0","24.206.11.255",,"Cable Bahamas Ltd"
"24.206.12.0","24.206.13.255",,"Cable Bahamas Ltd"
"24.206.14.0","24.206.15.255",,"Cable Bahamas Ltd"
"24.206.16.0","24.206.17.255",,"Cable Bahamas Ltd"
"24.206.18.0","24.206.19.255",,"Cable Bahamas Ltd"
"24.206.20.0","24.206.20.127",,"Raben Investments Ltd"
"24.206.20.128","24.206.20.159",,"Cable Bahamas Ltd"
"24.206.20.160","24.206.20.191",,"Cable Bahamas Ltd"
"24.206.20.192","24.206.20.223",,"Cable Bahamas Ltd"
"24.206.0.0","24.206.31.255","Cable Bahamas",
"24.206.32.0","24.206.63.255","Charter Communications Inc",
"24.206.64.0","24.206.127.255","Netskope Inc",
"24.206.128.0","24.206.159.255",,"Kingwood, Tx Customers"
"24.206.160.0","24.206.163.255",,"Cebridge Connections"
"24.206.164.0","24.206.164.255",,"Mowequa, IL Customers"
"24.206.165.0","24.206.165.255",,"Cebridge Connections"
"24.206.166.0","24.206.166.255",,"Cebridge Connections"
"24.206.167.0","24.206.167.255",,"Cebridge Connections"
"24.206.168.0","24.206.168.255",,"Gosnell, AR Customers"
"24.206.169.0","24.206.169.255",,"Cebridge Connections"
"24.206.170.0","24.206.170.255",,"Cebridge Connections"
"24.206.171.0","24.206.171.255",,"Cebridge Connections"
"24.206.172.0","24.206.172.255",,"Cebridge Connections"
"24.206.173.0","24.206.173.255",,"Cebridge Connections"
"24.206.174.0","24.206.175.255",,"Cebridge Connections"
"24.206.176.0","24.206.191.255",,"Kingwood, Tx Customers"
"24.206.192.0","24.206.192.255",,"Rockville Customers"
"24.206.193.0","24.206.193.255",,"Lost Pines Customers"
"24.206.194.0","24.206.194.255",,"Tiptonville Customers"
"24.206.195.0","24.206.195.255",,"Jasonville Customers"
"24.206.128.0","24.206.255.255","Cebridge Connections",
"24.207.0.0","24.207.127.255","Delta Cable Communications Ltd.",
"24.207.128.0","24.207.143.255","Charter Communications",
"24.207.144.0","24.207.147.255","Charter Communications",
"24.207.148.0","24.207.149.255","Charter Communications",
"24.207.128.0","24.207.255.255","Charter Communications",
"24.208.0.0","24.211.255.255","Charter Communications Inc",
"24.212.0.0","24.212.0.255","Cablevision du Nord de Quebec inc.",
"24.212.1.0","24.212.1.255","Cablevision du Nord de Quebec inc",
"24.212.2.0","24.212.3.255","Cablevision du Nord de Quebec inc",
"24.212.4.0","24.212.7.255",,"Cablevision du Nord de Quebec"
"24.212.8.0","24.212.11.255","Cablevision du Nord de Quebec inc.",
"24.212.12.0","24.212.13.255","Cablevision du Nord de Quebec inc.",
"24.212.0.0","24.212.127.255","Cablevision du Nord de Quebec inc.",
"24.212.128.0","24.212.255.255","TekSavvy Solutions Inc.",
"24.213.0.0","24.213.7.255","Charter Communications",
"24.213.8.0","24.213.11.255","Charter Communications",
"24.213.12.0","24.213.15.255","Charter Communications",
"24.213.16.0","24.213.19.255","Charter Communications",
"24.213.20.0","24.213.23.255","Charter Communications",
"24.213.24.0","24.213.27.255","Charter Communications",
"24.213.28.0","24.213.28.31",,"CHAMPION INC"
"24.213.28.0","24.213.31.255","Charter Communications",
"24.213.32.0","24.213.63.255","Charter Communications",
"24.213.64.0","24.213.64.255","Mountain Cablevision LTD.",
"24.213.65.0","24.213.65.255",,"National IT"
"24.213.66.0","24.213.66.255",,"Mountain Cablevision LTD."
"24.213.67.0","24.213.67.63",,"Mountain Cablevision"
"24.213.64.0","24.213.95.255","Rogers Communications Canada Inc.",
"24.213.96.0","24.213.111.255","BCI Mississippi Broadband,LLC",
"24.213.112.0","24.213.112.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.113.0","24.213.113.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.114.0","24.213.114.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.115.0","24.213.115.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.116.0","24.213.116.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.117.0","24.213.117.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.118.0","24.213.118.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.119.0","24.213.119.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.120.0","24.213.120.255","Suddenlink Communications",
"24.213.121.0","24.213.121.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.122.0","24.213.122.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.123.0","24.213.123.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.124.0","24.213.124.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.125.0","24.213.125.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.124.0","24.213.127.255","NORTHLAND CABLE TELEVISION INC.",
"24.213.128.0","24.213.255.255","Charter Communications Inc",
"24.214.0.0","24.214.0.255","KNOLOGY,  Inc.",
"24.214.72.0","24.214.72.255","WideOpenWest Finance LLC",
"24.214.0.0","24.214.63.255","WideOpenWest Finance LLC",
"24.214.64.0","24.214.71.255","WideOpenWest Finance LLC",
"24.214.72.0","24.214.72.255",,"Wide Open West"
"24.214.73.0","24.214.73.255",,"KNOLOGY Holdings, Inc."
"24.214.74.0","24.214.74.255",,"Wide Open West"
"24.214.75.0","24.214.75.255",,"Wide Open West"
"24.214.76.0","24.214.76.255",,"Wide Open West"
"24.214.77.0","24.214.77.255",,"WideOpenWest Finance LLC"
"24.214.78.0","24.214.78.255",,"Wide Open West"
"24.214.79.0","24.214.79.255",,"Wide Open West"
"24.214.80.0","24.214.80.255",,"Wide Open West"
"24.214.81.0","24.214.81.255",,"Wide Open West"
"24.214.82.0","24.214.82.255",,"Wide Open West"
"24.214.83.0","24.214.83.255",,"Wide Open West"
"24.214.84.0","24.214.84.255","KNOLOGY,  Inc.",
"24.214.85.0","24.214.85.255",,"Wide Open West"
"24.214.86.0","24.214.86.255",,"Wide Open West"
